,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Rok produkcji,Przebieg,Pojemność skokowa,Moc,Rodzaj napędu,Typ Silnika,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Kolor,Możliwość finansowania,Faktura VAT,Leasing,Kraj pochodzenia,Bezwypadkowy,Stan,price,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Rodzaj koloru,Pierwsza rejestracja,Serwisowany w ASO,Pierwszy właściciel,Gwarancja dealerska (w cenie),Tuning,VAT marża,Okres gwarancji producenta,Liczba pozostałych rat,Miesięczna rata,Opłata początkowa,Wartość wykupu,lub do (przebieg km),Uszkodzony,VIN,Zarejestrowany jako zabytek
804,Firmy,Motocykle,Harley-Davidson,Dyna Super Glide,2009,13 800 km,1 584 cm3,71 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,,,Używane,34900,,,Metalik,,,,,,,,,,,,,,,
805,Firmy,Motocykle,Piaggio,Inny,2022,1 km,125 cm3,15 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Czarny,Tak,Tak,Tak,Polska,Tak,Nowe,17899,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
806,Firmy,Motocykle,Honda,Shadow,2006,22 500 km,1 099 cm3,67 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,,,Używane,18900,,,Metalik,,,,,,,,,,,,,,,
807,Firmy,Motocykle,Barton,Inny,2021,1 km,125 cm3,11 KM,,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czerwony,Tak,Tak,,,Tak,Nowe,11299,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
808,Firmy,Motocykle,Honda,PC,1991,52 600 km,800 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Biały,Tak,,,,Tak,Używane,9900,,,Perłowy,,,,,,Tak,,,,,,,,,
809,Firmy,Motocykle,Zontes,310T,2022,1 km,310 cm3,35 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czarny,Tak,Tak,,,Tak,Nowe,21299,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
810,Firmy,Motocykle,Honda,CRF,2022,1 km,,,,Czterosuwowy,Benzyna,,Krosowy,Czerwony,,,,,Tak,Nowe,38900,,,,,,,,,,,,,,,,,,
811,Firmy,Motocykle,Yamaha,Tracer,2022,1 km,689 cm3,73 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czerwony,Tak,Tak,,Polska,Tak,Nowe,45200,,,Metalik,,,,,,,,,,,,,,,
812,Firmy,Motocykle,Keeway,RKF,2021,1 km,125 cm3,12 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Zielony,Tak,Tak,Tak,,Tak,Nowe,11990,,,Perłowy,,,,24 miesięcy,,,,,,,,,,,
813,Firmy,Motocykle,Suzuki,Intruder,2000,74 119 km,1 400 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Zielony,Tak,,,,,Używane,19700,,,Perłowy,06/04/2000,,,,,Tak,,,,,,,,,
814,Osoby prywatnej,Motocykle,BMW,GS,2001,73 950 km,1 130 cm3,85 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Żółty,,,,,Tak,Używane,19990,GD095U,Tak,Perłowy,19/09/2001,,,,,,,,,,,,,,
815,Firmy,Motocykle,Gas Gas,TXT,2021,1 km,,,,,Benzyna,,Enduro,Czerwony,Tak,Tak,Tak,,Tak,Nowe,28000,,Tak,,,,,,,,,,,,,,,,
816,Firmy,Motocykle,Yamaha,MT,2022,1 km,890 cm3,119 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Srebrny,Tak,Tak,,Polska,Tak,Nowe,55400,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
817,Firmy,Motocykle,Gas Gas,TXT,2021,1 km,,,,,Benzyna,,Enduro,Czerwony,Tak,Tak,Tak,,Tak,Nowe,29000,,Tak,,,,,,,,,,,,,,,,
818,Firmy,Motocykle,MV AGUSTA,Brutale,2014,6 923 km,1 078 cm3,158 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Biały,Tak,,,Polska,Tak,Używane,32850,WD2939,Tak,Metalik,14/04/2014,Tak,,,,,,,,,,,,,
819,Firmy,Motocykle,Aprilia,Pegaso,1998,61 876 km,650 cm3,,Łańcuch,,Benzyna,Manualna,Turystyczny,Niebieski,,,,,,Używane,7500,,,,,,,,,,,,,,,,,,
820,Firmy,Motocykle,Kymco,Downtown,2022,1 km,321 cm3,30 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,Tak,Tak,,Polska,Tak,Nowe,27400,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
821,Firmy,Motocykle,Keeway,RKF,2021,1 km,125 cm3,12 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Zielony,Tak,Tak,Tak,,Tak,Nowe,11990,,,Perłowy,,,,24 miesięcy,,,,,,,,,,,
822,Firmy,Motocykle,Yamaha,Venture,1981,31 060 km,1 092 cm3,95 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Cruiser,Fioletowy,,,,Stany Zjednoczone,,Używane,26500,,Tak,Metalik,,,,,,,,,,,,,,,
823,Firmy,Motocykle,Yamaha,Virago,1996,57 041 km,1 100 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Biały,Tak,,,,,Używane,16900,,,Perłowy,26/09/1996,,,,,Tak,,,,,,,,,
824,Firmy,Motocykle,Kymco,MXU,2022,1 km,700 cm3,39 KM,Wał kardana,Czterosuwowy,Benzyna,Bezstopniowa,Quad,Srebrny,Tak,Tak,Tak,Polska,Tak,Nowe,45900,,,,,,,24 miesięcy,,,,36,"874,44 PLN","3 251,22 PLN","325,12 PLN",,,,
825,Osoby prywatnej,Motocykle,Yamaha,Virago,1992,44 000 km,750 cm3,70 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Niebieski,,,,Niemcy,Tak,Używane,9900,,Tak,Metalik,16/07/1992,,Tak,,,,,,,,,,,,
826,Firmy,Motocykle,Keeway,RKF,2021,1 km,125 cm3,12 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Zielony,Tak,Tak,Tak,,Tak,Nowe,11990,,,Perłowy,,,,24 miesięcy,,,,,,,,,,,
827,Firmy,Motocykle,Suzuki,RV,2010,26 292 km,125 cm3,12 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,,,,,,Używane,6500,WK 8471,Tak,Matowy,06/04/2016,,,,,,,,,,,,,,
828,Firmy,Motocykle,Suzuki,DL,2005,60 200 km,650 cm3,67 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Niebieski,Tak,,,,,Używane,13999,,,,,,,,,Tak,,,,,,,,,
829,Firmy,Motocykle,Yamaha,FJR,2007,130 000 km,1 300 cm3,145 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Turystyczny,Niebieski,Tak,,Tak,,,Używane,18800,,,,,,,,,Tak,,,,,,,,,
830,Firmy,Motocykle,Ducati,Multistrada,2017,3 390 km,950 cm3,113 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czerwony,,Tak,,,Tak,Używane,50900,,,,,,Tak,,,,,,,,,,,,
831,Osoby prywatnej,Motocykle,Yamaha,Tracer,2018,16 000 km,847 cm3,115 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Szary,,,,Polska,Tak,Używane,40000,SH6084,Tak,Matowy,31/08/2018,Tak,Tak,,,,,,,,,,,,
832,Firmy,Motocykle,Triango,50,2017,4 819 km,50 cm3,5 KM,Pas napędowy,Dwusuwowy,Benzyna,Automatyczna,Skuter,Czarny,Tak,Tak,Tak,,Tak,Używane,5999,,Tak,,,Tak,Tak,,Tak,,,,,,,,,,
833,Firmy,Motocykle,Honda,NC,2014,33 000 km,750 cm3,55 KM,,Czterosuwowy,Benzyna,Automatyczna,Skuter,Inny kolor,,,,,Tak,Używane,19900,,Tak,Metalik,,,,,,Tak,,,,,,,,,
834,Osoby prywatnej,Motocykle,Kawasaki,ZR,2002,84 500 km,739 cm3,76 KM,,,Benzyna,,Naked,Niebieski,,,,,,Używane,5700,LRY 21NS,Tak,,23/05/2002,,,,,,,,,,,,,,
835,Firmy,Motocykle,Diabolini,Inny,2021,1 km,250 cm3,18 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Krosowy,Inny kolor,Tak,Tak,,,Tak,Nowe,7400,,,,,,,,,,,,,,,,,,
836,Firmy,Motocykle,Gas Gas,TXT,2021,1 km,125 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Inny kolor,Tak,Tak,Tak,,Tak,Nowe,27700,,,,,,,,,,,,,,,,,,
837,Osoby prywatnej,Motocykle,Kymco,Agility City A-C,2012,2 887 km,49 cm3,4 KM,,Dwusuwowy,Benzyna,Automatyczna,Skuter,Szary,,,,Polska,Tak,Używane,5900,ZPL22JL,Tak,,03/08/2012,,Tak,,,,,,,,,,,,
838,Firmy,Motocykle,Barton,Inny,2022,1 km,50 cm3,4 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Czarny,Tak,Tak,,,Tak,Nowe,7899,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
839,Firmy,Motocykle,Inny,Inny,2021,1 km,110 cm3,10 KM,Łańcuch,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,Tak,Tak,,,Tak,Nowe,4150,,,,,,,24 miesięcy,,,,,,,,,,,
840,Firmy,Motocykle,Harley-Davidson,Fat Bob,2018,33 000 km,,,,,Benzyna,Manualna,Cruiser,Biały,,,,,,Używane,62000,,,,,,Tak,,,,,,,,,,,,
841,Osoby prywatnej,Motocykle,Yamaha,Virago,1998,17 812 km,124 cm3,11 KM,Łańcuch,,Benzyna,,Chopper,Niebieski,,,,Niemcy,Tak,Używane,10500,GKS43U9,Tak,Metalik,26/08/1998,,,,,,,,,,,,,,
842,Osoby prywatnej,Motocykle,Yamaha,FZ,2012,17 500 km,800 cm3,108 KM,,,Benzyna,,Sportowy,Biały,,,,Szwajcaria,Tak,Używane,24000,,Tak,,,Tak,,,,,,,,,,,,,
843,Osoby prywatnej,Motocykle,Yamaha,Virago,1994,38 000 km,535 cm3,34 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,Belgia,Tak,Używane,6500,DSW 35 RL,Tak,Metalik,04/07/2003,,,,,,,,,,,,,,
844,Osoby prywatnej,Motocykle,Suzuki,Burgman,1999,54 005 km,400 cm3,,,,Benzyna,,Skuter,Inny kolor,,,,,,Używane,3500,,Tak,,,,,,,,,,,,,,,,
845,Osoby prywatnej,Motocykle,Aprilia,Leonardo,1999,16 300 km,125 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Czarny,,,,Niemcy,,Używane,2500,,,,25/05/1999,,,,,,,,,,,,,,
846,Osoby prywatnej,Motocykle,Yamaha,TDM,1998,62 000 km,850 cm3,80 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Niebieski,,,,,,Używane,9200,,Tak,Metalik,,,,,,,,,,,,,,,
847,Osoby prywatnej,Motocykle,Suzuki,GSX-F - Katana,1999,23 000 km,600 cm3,80 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Czarny,,,,Niemcy,Tak,Używane,5500,KOS 46R6,Tak,Matowy,26/08/1999,,,,,,,,,,,,,,
848,Firmy,Motocykle,Kawasaki,ZR,2018,25 218 km,948 cm3,110 KM,Łańcuch,,Benzyna,Manualna,Cruiser,Zielony,Tak,,,Polska,Tak,Używane,46720,,Tak,Matowy,,Tak,,,,Tak,,,,,,,,,
849,Firmy,Motocykle,Suzuki,DL,2016,42 296 km,1 037 cm3,100 KM,Łańcuch,,Benzyna,Manualna,Turystyczny,Szary,Tak,,,Polska,Tak,Używane,40070,,Tak,,,Tak,,,,Tak,,,,,,,,,
850,Firmy,Motocykle,Honda,CBR,2000,31 694 km,1 000 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czerwony,Tak,,,Niemcy,Tak,Używane,11000,,,,,Tak,,,,Tak,,,,,,,,,
851,Firmy,Motocykle,Benelli,Leoncino Trail,2021,1 km,500 cm3,48 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,Tak,Tak,,Polska,Tak,Nowe,26900,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
852,Firmy,Motocykle,Benelli,Leoncino,2021,1 km,500 cm3,48 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,Tak,Tak,,Polska,Tak,Nowe,25500,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
853,Osoby prywatnej,Motocykle,Yamaha,Virago,1997,69 190 km,750 cm3,56 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Inny kolor,,,,Polska,Tak,Używane,13500,WSC72T7,Tak,Metalik,,Tak,,,,,,,,,,,,,
854,Firmy,Motocykle,Romet,Inny,2021,1 km,50 cm3,3 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Biały,,Tak,,,Tak,Nowe,5999,,,,,,,,,,,,,,,,,,
855,Osoby prywatnej,Motocykle,Honda,CBR,2005,13 330 km,124 cm3,15 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Inny kolor,,,,,,Używane,6000,,,,,,,,,,,,,,,,,,
856,Osoby prywatnej,Motocykle,Yamaha,Virago,1993,31 550 km,535 cm3,35 KM,,,Benzyna,Manualna,Chopper,Czarny,,,,,,Używane,10000,KR 8574,,,21/08/2002,,,,,,,,,,,,,,
857,Firmy,Motocykle,Inny,Inny,2022,1 km,125 cm3,14 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Niebieski,Tak,,,,Tak,Nowe,4999,,,Metalik,,,Tak,24 miesięcy,,,,,,,,,,,
858,Firmy,Motocykle,Suzuki,SV,2019,21 280 km,650 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Biały,,,,Belgia,,Używane,21000,,,Metalik,,,,,,,,,,,,,,,
859,Osoby prywatnej,Motocykle,BMW,F,2020,14 105 km,900 cm3,105 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czerwony,,Tak,Tak,Polska,Tak,Używane,43500,,Tak,,22/05/2020,Tak,Tak,,,,,11,"1 079,40 PLN",26 500 PLN,"5 000,70 PLN",,,,
860,Firmy,Motocykle,Rieju,MRT,2022,1 km,49 cm3,5 KM,Łańcuch,Dwusuwowy,Benzyna,Manualna,Motorower,Inny kolor,Tak,Tak,Tak,Hiszpania,Tak,Nowe,14990,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
861,Firmy,Motocykle,Rieju,Tango,2022,1 km,124 cm3,11 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Inny kolor,Tak,Tak,Tak,Hiszpania,Tak,Nowe,15990,,,,,,,24 miesięcy,,,,,,,,,,,
862,Firmy,Motocykle,Rieju,MRT,2022,1 km,49 cm3,5 KM,Łańcuch,Dwusuwowy,Benzyna,Manualna,Motorower,Inny kolor,Tak,Tak,Tak,Hiszpania,Tak,Nowe,14990,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
863,Firmy,Motocykle,KTM,Inny,2022,1 km,890 cm3,105 KM,Łańcuch,Czterosuwowy,Benzyna,,Turystyczny,Inny kolor,,Tak,,,Tak,Nowe,60000,,,,,,,,,,,,,,,,,,
864,Firmy,Motocykle,Kawasaki,Ninja,2021,1 km,649 cm3,68 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Zielony,Tak,Tak,Tak,,Tak,Nowe,37700,,,Matowy,,,,,,,,,,,,,,,
865,Firmy,Motocykle,Kymco,AK 550,2021,1 km,550 cm3,53 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Czarny,Tak,Tak,Tak,,Tak,Nowe,40990,,,Matowy,,,,,,,,,,,,,,,
866,Firmy,Motocykle,Kawasaki,Vulcan,2021,1 km,649 cm3,61 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Cruiser,Czarny,Tak,Tak,Tak,,Tak,Nowe,38100,,,Matowy,,,,,,,,,,,,,,,
867,Firmy,Motocykle,X-Moto,Inny,2021,1 km,125 cm3,14 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Krosowy,Inny kolor,,Tak,,,,Używane,4999,,,,,,,,,,,,,,,,,,
868,Osoby prywatnej,Motocykle,Kymco,AK 550,2018,8 000 km,550 cm3,53 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Skuter,Czarny,,,,Polska,Tak,Używane,30000,,Tak,Matowy,,Tak,,,,Tak,,,,,,8 000 km,,,
869,Firmy,Motocykle,Access,Tomahawk,2021,1 km,359 cm3,,,Czterosuwowy,Benzyna,,Quad,Czarny,Tak,Tak,,,Tak,Nowe,27900,,,,,,,,,,,,,,,,,,
870,Osoby prywatnej,Motocykle,BMW,RT,2010,30 500 km,878 cm3,80 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Srebrny,,,,Niemcy,,Używane,23900,SPSLA77,Tak,Metalik,19/08/2010,,,,,,,,,,,,,,
871,Firmy,Motocykle,BMW,R,2022,2 km,1 800 cm3,91 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Cruiser,Czarny,Tak,Tak,Tak,Polska,Tak,Nowe,112580,,,,,,,,,,,,,,,,,,
872,Osoby prywatnej,Motocykle,Triumph,Street Triple,2011,39 500 km,675 cm3,106 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Fioletowy,,,,,,Używane,14999,LLU 25L7,Tak,,23/06/2011,,,,,,,,,,,,,,
873,Firmy,Motocykle,Polaris,Scrambler,2021,1 km,952 cm3,90 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Czerwony,Tak,Tak,Tak,Polska,Tak,Nowe,84999,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
874,Osoby prywatnej,Motocykle,Romet,RXL,2020,14 km,50 cm3,3 KM,,Dwusuwowy,Benzyna,Automatyczna,Skuter,Czarny,,,,Polska,Tak,Używane,5000,LU064W,Tak,Metalik,21/06/2021,Tak,Tak,,Tak,,25/05/2022,,,,,,,,
875,Firmy,Motocykle,Honda,CBR,2015,12 000 km,286 cm3,30 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Biały,,,,,Tak,Używane,13500,,Tak,,,,,,,Tak,,,,,,,,,
876,Firmy,Motocykle,Benelli,IMPERIALE 400,2022,1 km,374 cm3,21 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Cruiser,Czarny,,Tak,,Inny,Tak,Nowe,18990,,,Metalik,,,,24 miesięcy,,Tak,,,,,,,,,
877,Firmy,Motocykle,Barton,Inny,2021,1 km,50 cm3,3 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Motorower,Czerwony,Tak,Tak,,Inny,Tak,Nowe,6899,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
878,Osoby prywatnej,Motocykle,Derbi,GP1,2008,7 100 km,124 cm3,15 KM,Łańcuch,Dwusuwowy,Benzyna,,Skuter,Niebieski,,,,Hiszpania,,Używane,4200,KR526K,Tak,Metalik,19/12/2008,,,,,,,,,,,,,,
879,Osoby prywatnej,Motocykle,Moto Guzzi,Stelvio,2008,38 728 km,1 151 cm3,108 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Enduro,Czerwony,,,,,Tak,Używane,22500,,Tak,Metalik,,,,,,,,,,,,,,,
880,Firmy,Motocykle,Yamaha,NMAX,2020,7 132 km,125 cm3,12 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Skuter,Czarny,Tak,,,Niemcy,Tak,Używane,12999,POLSKA,Tak,Matowy,10/01/2020,Tak,,,,Tak,,,,,,,,,
881,Firmy,Motocykle,Polaris,Sportsman,2021,1 km,567 cm3,44 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,Tak,Tak,Tak,Polska,Tak,Nowe,58999,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
882,Firmy,Motocykle,Polaris,Sportsman,2021,1 km,567 cm3,44 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Zielony,Tak,Tak,Tak,Polska,Tak,Nowe,45999,,,,,,,24 miesięcy,,,,,,,,,,,
883,Firmy,Motocykle,Barton,Inny,2021,1 km,50 cm3,3 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Motorower,Czarny,Tak,Tak,,Inny,Tak,Nowe,6449,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
884,Osoby prywatnej,Motocykle,Husqvarna,FE,2018,1 187 km,350 cm3,16 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Biały,,,,Polska,Tak,Używane,35300,RZEA32U,Tak,Metalik,,Tak,Tak,,,,,,,,,,,,
885,Firmy,Motocykle,Zontes,125 G1 Aluminium,2022,1 km,124 cm3,15 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Zielony,Tak,Tak,,,Tak,Nowe,14990,,,Metalik,,,Tak,24 miesięcy,,,,,,,,,,,
886,Firmy,Motocykle,Suzuki,Burgman,2004,41 423 km,650 cm3,55 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Skuter,Srebrny,Tak,,,Włochy,Tak,Używane,8900,,,Metalik,13/01/2005,,,3 miesięcy,,Tak,,,,,,,,,
887,Osoby prywatnej,Motocykle,Yamaha,FZ,2009,64 467 km,600 cm3,98 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,,,,,Tak,Używane,16000,WGMC67F,Tak,Metalik,28/04/2009,,,,Tak,,,,,,,,,,
888,Osoby prywatnej,Motocykle,Honda,CB,1996,41 000 km,500 cm3,56 KM,,Czterosuwowy,Benzyna,,Turystyczny,Zielony,,,,,,Używane,4800,,,,,,,,,,,,,,,,,,
889,Firmy,Motocykle,Nitro Motors,Inny,2022,1 km,,300 KM,Łańcuch,Elektryczny,Elektryczny,Automatyczna,Skuter,Inny kolor,Tak,Tak,,Niemcy,Tak,Nowe,1250,,,,,,,,,,,,,,,,,,
890,Firmy,Motocykle,Kymco,Agility,2021,1 km,50 cm3,3 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Skuter,Niebieski,,,,,Tak,Nowe,9600,,,Metalik,,,,,,,,,,,,,,,
891,Osoby prywatnej,Motocykle,SYM,Inny,2020,6 860 km,565 cm3,45 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Beżowy,,,,Niemcy,,Używane,15999,,Tak,Metalik,,,,,,,,,,,,,,,
892,Firmy,Motocykle,Zipp,Inny,2022,1 km,125 cm3,10 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Czerwony,,Tak,,Polska,Tak,Nowe,13599,,,,,,,24 miesięcy,,,,,,,,,,,
893,Firmy,Motocykle,Kawasaki,KLE,2010,30 000 km,649 cm3,64 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Żółty,,,,Niemcy,Tak,Używane,18500,,,,,,,,,Tak,,,,,,,,,
894,Firmy,Motocykle,Zontes,125 U1,2022,1 km,125 cm3,15 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Żółty,Tak,Tak,,,Tak,Nowe,16499,,,,,,,24 miesięcy,,,,,,,,,,,
895,Firmy,Motocykle,Zontes,125 G1 Spoke,2022,1 km,125 cm3,15 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,Tak,Tak,,,Tak,Nowe,16499,,,,,,,24 miesięcy,,,,,,,,,,,
896,Firmy,Motocykle,Honda,PCX,2022,1 km,125 cm3,12 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Inny kolor,,Tak,,Polska,Tak,Nowe,14400,,,Matowy,,,,,,,,,,,,,,,
897,Firmy,Motocykle,Yamaha,XVS,2007,18 565 km,649 cm3,40 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,Tak,,Kanada,Tak,Używane,26000,,,Metalik,,,,,,,,,,,,,,,
898,Firmy,Motocykle,Yamaha,XVS,2006,34 536 km,649 cm3,40 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,Tak,,Kanada,Tak,Używane,25000,,,Matowy,,,,,,,,,,,,,,,
899,Firmy,Motocykle,Yamaha,Drag Star,2006,29 814 km,1 100 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Bordowy,Tak,,,,,Używane,26200,,,Perłowy,01/01/2006,,,,,Tak,,,,,,,,,
900,Firmy,Motocykle,BMW,R,2022,2 km,1 200 cm3,95 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Naked,Szary,Tak,Tak,Tak,Polska,Tak,Nowe,68772,,,,,,,,,,,,,,,,,,
901,Firmy,Motocykle,Honda,Z,2022,1 km,,,,Czterosuwowy,Benzyna,,Naked,Żółty,,Tak,,,Tak,Nowe,18700,,,Metalik,,,,,,,,,,,,,,,
902,Firmy,Motocykle,Honda,CBF,2016,49 000 km,471 cm3,47 KM,Łańcuch,,Benzyna,,Naked,Biały,,,,Włochy,,Używane,17900,,,,22/04/2016,,,,,Tak,,,,,,,,,
903,Osoby prywatnej,Motocykle,Yamaha,FZ,2004,24 000 km,,98 KM,,,Benzyna,,Naked,Czerwony,,,,,,Używane,9200,ED 6583,,,12/07/2004,,,,,,,,,,,,,,
904,Osoby prywatnej,Motocykle,Suzuki,DL,2019,12 700 km,1 037 cm3,101 KM,Łańcuch,,Benzyna,Manualna,Turystyczny,Biały,,,,Polska,Tak,Używane,45900,DX6200,Tak,,12/09/2019,Tak,Tak,,,,,,,,,,,,
905,Firmy,Motocykle,Inny,Inny,2022,1 km,,,,Elektryczny,Elektryczny,,Turystyczny,Czerwony,,,,,Tak,Nowe,7700,,,Metalik,,,Tak,,,,,,,,,,,,
906,Firmy,Motocykle,Inny,Inny,2022,1 km,,,,Elektryczny,Elektryczny,,Chopper,Czerwony,,,,,Tak,Nowe,9200,,,Metalik,,,Tak,,,,,,,,,,,,
907,Firmy,Motocykle,Benelli,TRK 251,2021,1 km,249 cm3,25 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Czarny,Tak,Tak,Tak,Polska,Tak,Nowe,18990,,,,,,,24 miesięcy,,,,,,,,,,,
908,Osoby prywatnej,Motocykle,Aprilia,Pegaso,1997,52 500 km,650 cm3,50 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czarny,,,,Włochy,Tak,Używane,6500,,Tak,Perłowy,,,,,,,,,,,,,,,
909,Firmy,Motocykle,Can-Am,Maverick,2022,1 km,900 cm3,200 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Quad,Niebieski,Tak,Tak,Tak,Polska,Tak,Nowe,177000,,,,,,,24 miesięcy,,,,,,,,,,,
910,Osoby prywatnej,Motocykle,Honda,VT,2006,21 400 km,749 cm3,49 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Chopper,Szary,,,,,Tak,Używane,18400,PWAVL50,Tak,Metalik,,,,,,,,,,,,,,,
911,Firmy,Motocykle,Keeway,Superlight,2022,1 km,125 cm3,10 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,Tak,Tak,,,Tak,Nowe,11300,,,,,,,,,,,,,,,,,,
